round_number,draw_date,weekday,n3_winning,n4_winning,n3_rehearsal,n4_rehearsal
4933,2018-05-22,1,669,3031,408,9988
4932,2018-05-21,0,319,1641,914,5743
4931,2018-05-18,4,648,2307,733,0952
4930,2018-05-17,3,797,4696,275,1280
4929,2018-05-16,2,513,9095,931,9172
4928,2018-05-15,1,535,0621,749,6322
4927,2018-05-14,0,496,8310,687,4940
4926,2018-05-11,4,393,5297,239,9467
4925,2018-05-10,3,531,0612,340,8812
4924,2018-05-09,2,109,3636,730,7852
4923,2018-05-08,1,934,5468,403,8285
4922,2018-05-07,0,851,8202,603,7662
4921,2018-05-04,4,909,1143,434,1268
4920,2018-05-03,3,497,6515,685,2538
4919,2018-05-02,2,604,6485,112,8563
4918,2018-05-01,1,030,8659,862,2493
4917,2018-04-30,0,402,7807,805,0975
4916,2018-04-27,4,037,8670,745,0568
4915,2018-04-26,3,909,5108,536,1223
4914,2018-04-25,2,299,4336,540,7295
4913,2018-04-24,1,119,5507,247,1318
4912,2018-04-23,0,589,6884,773,3162
4911,2018-04-20,4,372,5135,632,1049
4910,2018-04-19,3,440,6951,710,0119
4909,2018-04-18,2,002,9814,070,7662
4908,2018-04-17,1,714,9631,737,1925
4907,2018-04-16,0,355,0796,399,7415
4906,2018-04-13,4,081,4198,082,5166
4905,2018-04-12,3,936,0035,710,8128
4904,2018-04-11,2,716,1125,504,3144
4903,2018-04-10,1,955,9161,840,2901
4902,2018-04-09,0,159,2166,570,7444
4901,2018-04-06,4,984,0593,145,0888
4900,2018-04-05,3,993,8323,165,6110
4899,2018-04-04,2,118,9991,735,5302
4898,2018-04-03,1,775,2560,270,3060
4897,2018-04-02,0,196,6818,961,3432
4896,2018-03-30,4,759,8549,438,9922
4895,2018-03-29,3,016,6359,051,8342
4894,2018-03-28,2,760,4115,703,4039
4893,2018-03-27,1,516,2896,778,6407
4892,2018-03-26,0,352,3940,101,9857
4891,2018-03-23,4,750,4950,416,7505
4890,2018-03-22,3,507,3794,588,9560
4889,2018-03-21,2,684,9304,438,2529
4888,2018-03-20,1,950,5424,882,4303
4887,2018-03-19,0,339,8823,429,5654
4886,2018-03-16,4,800,6562,821,5598
4885,2018-03-15,3,905,4445,149,1587
4884,2018-03-14,2,484,9923,871,9891
4883,2018-03-13,1,900,2752,717,4846
4882,2018-03-12,0,029,0662,477,9403
4881,2018-03-09,4,486,4378,324,9586
4880,2018-03-08,3,118,5593,263,9569
4879,2018-03-07,2,217,5637,623,9947
4878,2018-03-06,1,399,0015,638,0408
4877,2018-03-05,0,236,6566,107,6410
4876,2018-03-02,4,363,5563,991,1181
4875,2018-03-01,3,243,5193,283,1131
4874,2018-02-28,2,497,1028,421,4819
4873,2018-02-27,1,720,3159,168,4639
4872,2018-02-26,0,123,7475,690,3624
4871,2018-02-23,4,045,8083,565,2484
4870,2018-02-22,3,586,3501,638,4893
4869,2018-02-21,2,411,6976,545,3266
4868,2018-02-20,1,776,1107,517,7721
4867,2018-02-19,0,382,5061,249,9231
4866,2018-02-16,4,839,0626,732,8309
4865,2018-02-15,3,350,7336,439,1616
4864,2018-02-14,2,060,5510,203,5428
4863,2018-02-13,1,060,0757,854,3858
4862,2018-02-12,0,320,2979,787,4814
4861,2018-02-09,4,545,8987,856,6941
4860,2018-02-08,3,271,4687,332,2757
4859,2018-02-07,2,949,5550,899,9121
4858,2018-02-06,1,725,1540,767,6666
4857,2018-02-05,0,631,3275,186,4399
4856,2018-02-02,4,347,6647,389,7533
4855,2018-02-01,3,876,1509,204,9543
4854,2018-01-31,2,221,9246,392,2138
4853,2018-01-30,1,936,9600,369,5378
4852,2018-01-29,0,448,2675,670,0941
4851,2018-01-26,4,138,2864,576,9184
4850,2018-01-25,3,139,2666,525,6061
4849,2018-01-24,2,461,2859,790,7978
4848,2018-01-23,1,291,8905,740,6707
4847,2018-01-22,0,546,7163,777,4760
4846,2018-01-19,4,437,4148,915,4839
4845,2018-01-18,3,432,4945,097,8349
4844,2018-01-17,2,415,9016,678,5126
4843,2018-01-16,1,956,8334,142,6764
4842,2018-01-15,0,282,0517,680,7671
4841,2018-01-12,4,092,6443,919,0304
4840,2018-01-11,3,327,0341,845,7125
4839,2018-01-10,2,122,3146,039,9061
4838,2018-01-09,1,955,3027,029,1101
4837,2018-01-08,0,916,6110,542,1389
4836,2018-01-05,4,873,3506,146,2871
4835,2018-01-04,3,368,5564,639,8218
4834,2017-12-28,3,881,6605,319,6252
4833,2017-12-27,2,413,7751,022,6130
4832,2017-12-26,1,223,5820,914,3843
4831,2017-12-25,0,634,1523,133,3663
4830,2017-12-22,4,930,9751,757,8340
4829,2017-12-21,3,976,5346,351,2926
4828,2017-12-20,2,384,6489,683,0199
4827,2017-12-19,1,858,5319,543,3971
4826,2017-12-18,0,842,7789,409,4767
4825,2017-12-15,4,591,9664,514,9714
4824,2017-12-14,3,372,4543,542,0662
4823,2017-12-13,2,809,6933,367,1425
4822,2017-12-12,1,720,8894,927,0468
4821,2017-12-11,0,288,0587,235,0404
4820,2017-12-08,4,663,9436,400,6130
4819,2017-12-07,3,351,8333,910,4922
4818,2017-12-06,2,162,8318,568,6914
4817,2017-12-05,1,325,0991,952,1571
4816,2017-12-04,0,542,6907,298,1453
4815,2017-12-01,4,078,8835,525,0842
4814,2017-11-30,3,043,1920,755,5806
4813,2017-11-29,2,276,8528,448,9975
4812,2017-11-28,1,278,3627,161,9601
4811,2017-11-27,0,937,0382,842,8316
4810,2017-11-24,4,618,4991,519,4780
4809,2017-11-23,3,218,4974,576,2565
4808,2017-11-22,2,233,2348,482,8597
4807,2017-11-21,1,945,1556,815,2290
4806,2017-11-20,0,242,9035,143,8156
4805,2017-11-17,4,820,6287,155,3727
4804,2017-11-16,3,782,0740,501,5688
4803,2017-11-15,2,261,6229,325,7977
4802,2017-11-14,1,173,9698,783,2638
4801,2017-11-13,0,177,7288,286,3583
